epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.5066114068031311,9.999999747378752e-06,1.2083343267440796,0.5217047929763794,1.1398617029190063
1,0.5375962257385254,9.999999747378752e-06,1.1511915922164917,0.5122336149215698,1.1374951601028442
2,0.5391750335693359,9.999999747378752e-06,1.1351124048233032,0.5169692039489746,1.1206176280975342
3,0.5563449859619141,9.999999747378752e-06,1.103033185005188,0.5209155678749084,1.1184625625610352
4,0.5606868267059326,9.999999747378752e-06,1.0867811441421509,0.5224940776824951,1.1077308654785156
5,0.565423309803009,9.999999747378752e-06,1.0502419471740723,0.5043409466743469,1.1461126804351807
6,0.5711466073989868,9.999999747378752e-06,1.0419580936431885,0.5295974612236023,1.0969926118850708
7,0.5914742350578308,9.999999747378752e-06,1.0152804851531982,0.5169692039489746,1.125469446182251
8,0.5904874801635742,9.999999747378752e-06,0.9890106320381165,0.5248618721961975,1.1066858768463135
9,0.5908821821212769,9.999999747378752e-06,0.9857626557350159,0.5098658204078674,1.134096622467041
10,0.5889086127281189,9.999999747378752e-06,0.9601079225540161,0.5027624368667603,1.1562703847885132
11,0.6096309423446655,9.999999747378752e-06,0.9372287392616272,0.5161799788475037,1.1262816190719604
12,0.61713045835495,4.999999873689376e-06,0.898762047290802,0.5256511569023132,1.1196799278259277
13,0.6147621870040894,4.999999873689376e-06,0.9106650352478027,0.5059195160865784,1.1608598232269287
14,0.6169331073760986,4.999999873689376e-06,0.8934917449951172,0.5201262831687927,1.1302273273468018
15,0.6323268413543701,4.999999873689376e-06,0.8796762228012085,0.5240725874900818,1.1292781829833984
16,0.625024676322937,4.999999873689376e-06,0.8589021563529968,0.5367008447647095,1.105363368988037
17,0.6323268413543701,2.499999936844688e-06,0.8622020483016968,0.5288082361221313,1.1154351234436035
18,0.6323268413543701,2.499999936844688e-06,0.8480634689331055,0.5256511569023132,1.1257364749908447
19,0.6313400268554688,2.499999936844688e-06,0.8251734375953674,0.5209155678749084,1.1335906982421875
