accuracy,loss,val_accuracy,val_loss,learning_rate
0.3891849219799042,1.7501628398895264,0.5027624368667603,1.277382731437683,0.0010000000474974513
0.4351687431335449,1.4432957172393799,0.541436493396759,1.2083922624588013,0.0010000000474974513
0.46279850602149963,1.3376455307006836,0.5319652557373047,1.089697003364563,0.0010000000474974513
0.4742451012134552,1.269651174545288,0.5177584886550903,1.0962269306182861,0.0010000000474974513
0.49615156650543213,1.2160440683364868,0.54222571849823,1.113041639328003,0.0010000000474974513
0.5058220028877258,1.2016048431396484,0.5003946423530579,1.149414300918579,0.0010000000474974513
0.5117426514625549,1.1922789812088013,0.5564325451850891,1.053044319152832,0.0010000000474974513
0.5068087577819824,1.187045693397522,0.5406472086906433,1.0894832611083984,0.0010000000474974513
0.5218077898025513,1.1644805669784546,0.507498025894165,1.1230884790420532,0.0010000000474974513
0.5127294063568115,1.1601581573486328,0.5327545404434204,1.0851364135742188,0.0010000000474974513
0.5330570340156555,1.13849937915802,0.5224940776824951,1.0825586318969727,0.0010000000474974513
0.5306887626647949,1.1318066120147705,0.5572217702865601,1.0494483709335327,0.0010000000474974513
0.5291099548339844,1.1249881982803345,0.5224940776824951,1.1074479818344116,0.0010000000474974513
0.5381882786750793,1.1360422372817993,0.48460930585861206,1.1825917959213257,0.0010000000474974513
0.5358200073242188,1.1287627220153809,0.5643251538276672,1.0543818473815918,0.0010000000474974513
0.5417406558990479,1.1081844568252563,0.48697710037231445,1.2115973234176636,0.0010000000474974513
0.5383856296539307,1.1065157651901245,0.5524861812591553,1.0457788705825806,0.0010000000474974513
0.5433195233345032,1.11128568649292,0.5161799788475037,1.1424654722213745,0.0010000000474974513
0.5445036292076111,1.096213698387146,0.5524861812591553,1.0562154054641724,0.0010000000474974513
0.5421353578567505,1.1078709363937378,0.47671666741371155,1.1906037330627441,0.0010000000474974513
0.5448983907699585,1.0990208387374878,0.5453827977180481,1.0906500816345215,0.0010000000474974513
0.5415433049201965,1.086067795753479,0.5256511569023132,1.105065107345581,0.0010000000474974513
0.5535820126533508,1.0636513233184814,0.4853985905647278,1.141552209854126,0.0005000000237487257
0.5606868267059326,1.0564249753952026,0.5003946423530579,1.1543855667114258,0.0005000000237487257
0.5632523894309998,1.0479466915130615,0.5051302313804626,1.132523536682129,0.0005000000237487257
