accuracy,loss,val_accuracy,val_loss,learning_rate
0.3702388107776642,1.802315354347229,0.43014997243881226,1.780016541481018,0.0010000000474974513
0.42944544553756714,1.4457828998565674,0.5003946423530579,1.1509579420089722,0.0010000000474974513
0.44997039437294006,1.3338358402252197,0.5114443302154541,1.1394362449645996,0.0010000000474974513
0.46911388635635376,1.298295259475708,0.5556432604789734,1.0831701755523682,0.0010000000474974513
0.4791789948940277,1.2354904413223267,0.47671666741371155,1.1677032709121704,0.0010000000474974513
0.4947700798511505,1.2142339944839478,0.5374901294708252,1.0902708768844604,0.0010000000474974513
0.520228922367096,1.1652958393096924,0.3772691488265991,1.31109619140625,0.0010000000474974513
0.5172685980796814,1.1702847480773926,0.4964483082294464,1.1652089357376099,0.0010000000474974513
0.5269390344619751,1.1553655862808228,0.5256511569023132,1.1119142770767212,0.0010000000474974513
0.5431221723556519,1.1330623626708984,0.5359116196632385,1.1056320667266846,0.0005000000237487257
0.538582980632782,1.1291472911834717,0.4861878454685211,1.1834781169891357,0.0005000000237487257
0.5458851456642151,1.1192197799682617,0.5509076714515686,1.071064829826355,0.0005000000237487257
0.5391750335693359,1.0931423902511597,0.46882399916648865,1.209199070930481,0.0005000000237487257
0.5488454699516296,1.0975233316421509,0.5319652557373047,1.1037367582321167,0.0005000000237487257
