epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.3345174789428711,0.0010000000474974513,1.7709903717041016,0.47434884309768677,1.2440078258514404
1,0.45707517862319946,0.0010000000474974513,1.3838576078414917,0.47434884309768677,1.2855746746063232
2,0.46516677737236023,0.0010000000474974513,1.3312183618545532,0.47355958819389343,1.614866852760315
3,0.48549437522888184,0.0010000000474974513,1.2971765995025635,0.47434884309768677,1.4224321842193604
4,0.489836186170578,0.0010000000474974513,1.274906039237976,0.47434884309768677,1.2558585405349731
5,0.4945727288722992,0.0010000000474974513,1.2738953828811646,0.36069455742836,4.684525012969971
6,0.5052298903465271,0.0005000000237487257,1.2387754917144775,0.41673243045806885,1.3121927976608276
7,0.5269390344619751,0.0005000000237487257,1.2081631422042847,0.4364641010761261,4.713152885437012
8,0.528123140335083,0.0005000000237487257,1.2304261922836304,0.4838200509548187,1.2105802297592163
9,0.5125320553779602,0.0005000000237487257,1.250393033027649,0.4838200509548187,1.2019168138504028
10,0.5058220028877258,0.0005000000237487257,1.2340837717056274,0.35201263427734375,1.390615701675415
11,0.5502269864082336,0.0005000000237487257,1.1779626607894897,0.4932912290096283,1.2147767543792725
12,0.5460824966430664,0.0005000000237487257,1.1912744045257568,0.35990530252456665,1.2575960159301758
13,0.49654626846313477,0.0005000000237487257,1.2637475728988647,0.32123124599456787,1.38582181930542
14,0.5368067622184753,0.0005000000237487257,1.198164939880371,0.4719810485839844,1.2874934673309326
15,0.5522004961967468,0.0002500000118743628,1.1821693181991577,0.4127860963344574,1.4624440670013428
16,0.5597000122070312,0.0002500000118743628,1.1733399629592896,0.3922652006149292,1.522432804107666
17,0.5697651505470276,0.0002500000118743628,1.1420286893844604,0.5288082361221313,1.14141047000885
18,0.5681862831115723,0.0002500000118743628,1.1350836753845215,0.3796369433403015,1.4676700830459595
19,0.575291097164154,0.0002500000118743628,1.1386802196502686,0.30544593930244446,1.7092418670654297
20,0.5721334218978882,0.0002500000118743628,1.1330963373184204,0.37805840373039246,1.4508576393127441
21,0.5853562355041504,0.0002500000118743628,1.1274139881134033,0.4798737168312073,1.3139915466308594
22,0.5812117457389832,0.0002500000118743628,1.1185271739959717,0.5059195160865784,1.2168025970458984
23,0.5887112617492676,0.0001250000059371814,1.100175380706787,0.5659037232398987,1.129170536994934
24,0.5920662879943848,0.0001250000059371814,1.0843247175216675,0.5201262831687927,1.2651113271713257
25,0.5900927782058716,0.0001250000059371814,1.090834140777588,0.43014997243881226,1.361939787864685
26,0.5867376923561096,0.0001250000059371814,1.1026151180267334,0.44830307364463806,1.4367740154266357
27,0.5859482884407043,0.0001250000059371814,1.1054333448410034,0.4648776650428772,1.4060922861099243
28,0.5920662879943848,0.0001250000059371814,1.0792663097381592,0.507498025894165,1.1871620416641235
29,0.5914742350578308,6.25000029685907e-05,1.0733885765075684,0.5935280323028564,1.073880910873413
30,0.5954213738441467,6.25000029685907e-05,1.0659708976745605,0.5895816683769226,1.0627890825271606
31,0.6021314263343811,6.25000029685907e-05,1.0625410079956055,0.565114438533783,1.193755865097046
32,0.5971975326538086,6.25000029685907e-05,1.066469669342041,0.518547773361206,1.3037461042404175
33,0.5985790491104126,6.25000029685907e-05,1.053309679031372,0.5240725874900818,1.3008559942245483
34,0.594829261302948,6.25000029685907e-05,1.0658693313598633,0.5595895648002625,1.157964825630188
35,0.5975922346115112,6.25000029685907e-05,1.0586434602737427,0.5209155678749084,1.2612580060958862
36,0.6017367243766785,3.125000148429535e-05,1.0443894863128662,0.6037884950637817,1.0838143825531006
37,0.6027234792709351,3.125000148429535e-05,1.0529018640518188,0.5966851115226746,1.0741300582885742
38,0.6033155918121338,3.125000148429535e-05,1.053566813468933,0.5501183867454529,1.2058297395706177
39,0.6019340753555298,3.125000148429535e-05,1.0407838821411133,0.5958958268165588,1.0883445739746094
40,0.6029208898544312,3.125000148429535e-05,1.055038332939148,0.6077347993850708,1.0664936304092407
41,0.6054864525794983,1.5625000742147677e-05,1.0439784526824951,0.5572217702865601,1.2003140449523926
42,0.6019340753555298,1.5625000742147677e-05,1.0404945611953735,0.591949462890625,1.1066186428070068
43,0.6058812141418457,1.5625000742147677e-05,1.045029878616333,0.5887924432754517,1.0992929935455322
44,0.6044996976852417,1.5625000742147677e-05,1.0486873388290405,0.5903709530830383,1.0941611528396606
45,0.6021314263343811,1.5625000742147677e-05,1.0457574129104614,0.6108918786048889,1.0619901418685913
46,0.6035129427909851,1.5625000742147677e-05,1.0569584369659424,0.5540646910667419,1.2467678785324097
47,0.6070653200149536,1.5625000742147677e-05,1.0229442119598389,0.6132596731185913,1.0717928409576416
48,0.6088415384292603,1.5625000742147677e-05,1.0453740358352661,0.6132596731185913,1.054970383644104
49,0.6031182408332825,1.5625000742147677e-05,1.0456377267837524,0.5745856165885925,1.1540042161941528
