phase1_accuracy,phase1_loss,phase1_val_accuracy,phase1_val_loss,phase1_learning_rate,phase2_accuracy,phase2_loss,phase2_val_accuracy,phase2_val_loss,phase2_learning_rate
0.3702388107776642,1.802315354347229,0.43014997243881226,1.780016541481018,0.0010000000474974513,0.461417019367218,1.2507156133651733,0.5201262831687927,1.1540167331695557,9.999999747378752e-06
0.42944544553756714,1.4457828998565674,0.5003946423530579,1.1509579420089722,0.0010000000474974513,0.4837181866168976,1.2237019538879395,0.5288082361221313,1.131876826286316,9.999999747378752e-06
0.44997039437294006,1.3338358402252197,0.5114443302154541,1.1394362449645996,0.0010000000474974513,0.49654626846313477,1.1832681894302368,0.5177584886550903,1.1345171928405762,9.999999747378752e-06
0.46911388635635376,1.298295259475708,0.5556432604789734,1.0831701755523682,0.0010000000474974513,0.5164791941642761,1.1642000675201416,0.5295974612236023,1.1261016130447388,9.999999747378752e-06
0.4791789948940277,1.2354904413223267,0.47671666741371155,1.1677032709121704,0.0010000000474974513,0.5249654650688171,1.1450934410095215,0.5390686392784119,1.1137524843215942,9.999999747378752e-06
0.4947700798511505,1.2142339944839478,0.5374901294708252,1.0902708768844604,0.0010000000474974513,0.5372015237808228,1.1255526542663574,0.5335438251495361,1.1304471492767334,9.999999747378752e-06
0.520228922367096,1.1652958393096924,0.3772691488265991,1.31109619140625,0.0010000000474974513,0.5289125442504883,1.1175181865692139,0.5295974612236023,1.1346042156219482,9.999999747378752e-06
0.5172685980796814,1.1702847480773926,0.4964483082294464,1.1652089357376099,0.0010000000474974513,0.5508190393447876,1.0870420932769775,0.5516968965530396,1.1025787591934204,9.999999747378752e-06
0.5269390344619751,1.1553655862808228,0.5256511569023132,1.1119142770767212,0.0010000000474974513,0.5512137413024902,1.0772936344146729,0.5351223349571228,1.1056904792785645,9.999999747378752e-06
0.5431221723556519,1.1330623626708984,0.5359116196632385,1.1056320667266846,0.0005000000237487257,0.5593053102493286,1.0517308712005615,0.5390686392784119,1.1032532453536987,9.999999747378752e-06
0.538582980632782,1.1291472911834717,0.4861878454685211,1.1834781169891357,0.0005000000237487257,0.5677915811538696,1.0379611253738403,0.5469613075256348,1.099725604057312,9.999999747378752e-06
0.5458851456642151,1.1192197799682617,0.5509076714515686,1.071064829826355,0.0005000000237487257,0.5642392039299011,1.0349303483963013,0.5477505922317505,1.0988025665283203,9.999999747378752e-06
0.5391750335693359,1.0931423902511597,0.46882399916648865,1.209199070930481,0.0005000000237487257,0.5853562355041504,1.0001676082611084,0.5343330502510071,1.0942710638046265,9.999999747378752e-06
0.5488454699516296,1.0975233316421509,0.5319652557373047,1.1037367582321167,0.0005000000237487257,0.596802830696106,0.9680021405220032,0.5343330502510071,1.1122493743896484,9.999999747378752e-06
,,,,,0.5970001816749573,0.9598320126533508,0.5390686392784119,1.117417573928833,9.999999747378752e-06
,,,,,0.6054864525794983,0.9297356605529785,0.54222571849823,1.0909559726715088,9.999999747378752e-06
,,,,,0.6100256443023682,0.9226228594779968,0.5224940776824951,1.141396164894104,9.999999747378752e-06
,,,,,0.6183145642280579,0.9037511348724365,0.5224940776824951,1.1607743501663208,9.999999747378752e-06
