phase1_accuracy,phase1_loss,phase1_val_accuracy,phase1_val_loss,phase1_learning_rate,phase2_accuracy,phase2_loss,phase2_val_accuracy,phase2_val_loss,phase2_learning_rate
0.39253997802734375,1.7241816520690918,0.5793212056159973,1.2273280620574951,0.0010000000474974513,0.40438130497932434,1.5252445936203003,0.4909234344959259,1.246043086051941,9.999999747378752e-06
0.4217485785484314,1.4537380933761597,0.46093133091926575,1.2519595623016357,0.0010000000474974513,0.43181368708610535,1.450570821762085,0.4719810485839844,1.2328245639801025,9.999999747378752e-06
0.4489836096763611,1.3326042890548706,0.4601420760154724,1.2077629566192627,0.0010000000474974513,0.44740477204322815,1.3978344202041626,0.48460930585861206,1.1962069272994995,9.999999747378752e-06
0.4758239686489105,1.284684181213379,0.5327545404434204,1.1418042182922363,0.0010000000474974513,0.4574699103832245,1.394865870475769,0.507498025894165,1.1770820617675781,9.999999747378752e-06
0.499309241771698,1.235213279724121,0.530386745929718,1.1126275062561035,0.0010000000474974513,0.46753501892089844,1.3290555477142334,0.5177584886550903,1.1448220014572144,9.999999747378752e-06
0.4983224868774414,1.198405146598816,0.5106551051139832,1.1270465850830078,0.0010000000474974513,0.48352083563804626,1.3192394971847534,0.5051302313804626,1.164489507675171,9.999999747378752e-06
0.5180580019950867,1.191516637802124,0.5019731521606445,1.1424016952514648,0.0010000000474974513,0.4789816439151764,1.3129335641860962,0.5027624368667603,1.1540091037750244,9.999999747378752e-06
0.5156897306442261,1.15939462184906,0.5272296667098999,1.1220759153366089,0.0010000000474974513,0.490822970867157,1.2789463996887207,0.5209155678749084,1.1510517597198486,9.999999747378752e-06
0.5253601670265198,1.1677814722061157,0.5169692039489746,1.105425477027893,0.0010000000474974513,0.49259915947914124,1.2663829326629639,0.5224940776824951,1.1331371068954468,9.999999747378752e-06
0.5283204913139343,1.1406407356262207,0.4806629717350006,1.1727484464645386,0.0010000000474974513,0.507795512676239,1.2342205047607422,0.5201262831687927,1.156080961227417,9.999999747378752e-06
0.5312808156013489,1.149538516998291,0.4861878454685211,1.1374543905258179,0.0010000000474974513,0.5040457844734192,1.2317436933517456,0.5288082361221313,1.1559728384017944,9.999999747378752e-06
,,,,,0.5237813591957092,1.1714649200439453,0.518547773361206,1.1600557565689087,9.999999747378752e-06
,,,,,0.5143082737922668,1.2007367610931396,0.5256511569023132,1.1669641733169556,9.999999747378752e-06
,,,,,0.520228922367096,1.1736546754837036,0.518547773361206,1.173068881034851,9.999999747378752e-06
,,,,,0.5320702791213989,1.1498372554779053,0.5209155678749084,1.154286503791809,4.999999873689376e-06
,,,,,0.5308861136436462,1.1533582210540771,0.5098658204078674,1.15370512008667,4.999999873689376e-06
,,,,,0.530096709728241,1.149297833442688,0.507498025894165,1.1604716777801514,4.999999873689376e-06
,,,,,0.5370041728019714,1.1312859058380127,0.5209155678749084,1.1527427434921265,4.999999873689376e-06
,,,,,0.5456877946853638,1.106242060661316,0.5256511569023132,1.158821940422058,4.999999873689376e-06
,,,,,0.5482534170150757,1.101473093032837,0.519336998462677,1.1725581884384155,2.499999936844688e-06
